problemName,customerCount,solver,reasonType,reason,returncode
20170606T124638691350,100,Heuristic,blocked_by_licence,"^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/omar/Documents/uni/ADFO/mFSTSP/mfstsp_heuristic_1_partition.py"", line 588, in mfstsp_heuristic_1_partition
    [currentTSP, TSPobjVal] = getTSP(c, tmpTruckCustomers, node, vehicle, travel)
                              ~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/omar/Documents/uni/ADFO/mFSTSP/mfstsp_heuristic_1_partition.py"", line 280, in getTSP
    [TSPobjVal, TSPassignments, TSPpackages, TSPtour] = solve_tsp_callback(newNode, vehicle, travel)
                                                        ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/omar/Documents/uni/ADFO/mFSTSP/solve_tsp_callback.py"", line 206, in solve_tsp_callback
    m.optimize(subtourelim)
    ~~~~~~~~~~^^^^^^^^^^^^^
  File ""src/gurobipy/_model.pyx"", line 923, in gurobipy._model.Model.optimize
gurobipy._exception.GurobiError: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information",1
20170606T124852600104,100,Heuristic,blocked_by_licence,"^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/omar/Documents/uni/ADFO/mFSTSP/mfstsp_heuristic_1_partition.py"", line 588, in mfstsp_heuristic_1_partition
    [currentTSP, TSPobjVal] = getTSP(c, tmpTruckCustomers, node, vehicle, travel)
                              ~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/omar/Documents/uni/ADFO/mFSTSP/mfstsp_heuristic_1_partition.py"", line 280, in getTSP
    [TSPobjVal, TSPassignments, TSPpackages, TSPtour] = solve_tsp_callback(newNode, vehicle, travel)
                                                        ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/omar/Documents/uni/ADFO/mFSTSP/solve_tsp_callback.py"", line 206, in solve_tsp_callback
    m.optimize(subtourelim)
    ~~~~~~~~~~^^^^^^^^^^^^^
  File ""src/gurobipy/_model.pyx"", line 923, in gurobipy._model.Model.optimize
gurobipy._exception.GurobiError: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information",1
20170606T125025587321,100,Heuristic,blocked_by_licence,"^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/omar/Documents/uni/ADFO/mFSTSP/mfstsp_heuristic_1_partition.py"", line 588, in mfstsp_heuristic_1_partition
    [currentTSP, TSPobjVal] = getTSP(c, tmpTruckCustomers, node, vehicle, travel)
                              ~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/omar/Documents/uni/ADFO/mFSTSP/mfstsp_heuristic_1_partition.py"", line 280, in getTSP
    [TSPobjVal, TSPassignments, TSPpackages, TSPtour] = solve_tsp_callback(newNode, vehicle, travel)
                                                        ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/omar/Documents/uni/ADFO/mFSTSP/solve_tsp_callback.py"", line 206, in solve_tsp_callback
    m.optimize(subtourelim)
    ~~~~~~~~~~^^^^^^^^^^^^^
  File ""src/gurobipy/_model.pyx"", line 923, in gurobipy._model.Model.optimize
gurobipy._exception.GurobiError: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information",1
20170606T131220449002,100,Heuristic,blocked_by_licence,"^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/omar/Documents/uni/ADFO/mFSTSP/mfstsp_heuristic_1_partition.py"", line 588, in mfstsp_heuristic_1_partition
    [currentTSP, TSPobjVal] = getTSP(c, tmpTruckCustomers, node, vehicle, travel)
                              ~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/omar/Documents/uni/ADFO/mFSTSP/mfstsp_heuristic_1_partition.py"", line 280, in getTSP
    [TSPobjVal, TSPassignments, TSPpackages, TSPtour] = solve_tsp_callback(newNode, vehicle, travel)
                                                        ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/omar/Documents/uni/ADFO/mFSTSP/solve_tsp_callback.py"", line 206, in solve_tsp_callback
    m.optimize(subtourelim)
    ~~~~~~~~~~^^^^^^^^^^^^^
  File ""src/gurobipy/_model.pyx"", line 923, in gurobipy._model.Model.optimize
gurobipy._exception.GurobiError: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information",1
20170606T182511986726,100,Heuristic,blocked_by_licence,"^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/omar/Documents/uni/ADFO/mFSTSP/mfstsp_heuristic_1_partition.py"", line 588, in mfstsp_heuristic_1_partition
    [currentTSP, TSPobjVal] = getTSP(c, tmpTruckCustomers, node, vehicle, travel)
                              ~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/omar/Documents/uni/ADFO/mFSTSP/mfstsp_heuristic_1_partition.py"", line 280, in getTSP
    [TSPobjVal, TSPassignments, TSPpackages, TSPtour] = solve_tsp_callback(newNode, vehicle, travel)
                                                        ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/omar/Documents/uni/ADFO/mFSTSP/solve_tsp_callback.py"", line 206, in solve_tsp_callback
    m.optimize(subtourelim)
    ~~~~~~~~~~^^^^^^^^^^^^^
  File ""src/gurobipy/_model.pyx"", line 923, in gurobipy._model.Model.optimize
gurobipy._exception.GurobiError: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information",1
20170606T183304945538,100,Heuristic,blocked_by_licence,"^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/omar/Documents/uni/ADFO/mFSTSP/mfstsp_heuristic_1_partition.py"", line 588, in mfstsp_heuristic_1_partition
    [currentTSP, TSPobjVal] = getTSP(c, tmpTruckCustomers, node, vehicle, travel)
                              ~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/omar/Documents/uni/ADFO/mFSTSP/mfstsp_heuristic_1_partition.py"", line 280, in getTSP
    [TSPobjVal, TSPassignments, TSPpackages, TSPtour] = solve_tsp_callback(newNode, vehicle, travel)
                                                        ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/omar/Documents/uni/ADFO/mFSTSP/solve_tsp_callback.py"", line 206, in solve_tsp_callback
    m.optimize(subtourelim)
    ~~~~~~~~~~^^^^^^^^^^^^^
  File ""src/gurobipy/_model.pyx"", line 923, in gurobipy._model.Model.optimize
gurobipy._exception.GurobiError: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information",1
20170606T183517897245,100,Heuristic,blocked_by_licence,"^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/omar/Documents/uni/ADFO/mFSTSP/mfstsp_heuristic_1_partition.py"", line 588, in mfstsp_heuristic_1_partition
    [currentTSP, TSPobjVal] = getTSP(c, tmpTruckCustomers, node, vehicle, travel)
                              ~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/omar/Documents/uni/ADFO/mFSTSP/mfstsp_heuristic_1_partition.py"", line 280, in getTSP
    [TSPobjVal, TSPassignments, TSPpackages, TSPtour] = solve_tsp_callback(newNode, vehicle, travel)
                                                        ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/omar/Documents/uni/ADFO/mFSTSP/solve_tsp_callback.py"", line 206, in solve_tsp_callback
    m.optimize(subtourelim)
    ~~~~~~~~~~^^^^^^^^^^^^^
  File ""src/gurobipy/_model.pyx"", line 923, in gurobipy._model.Model.optimize
gurobipy._exception.GurobiError: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information",1
20170607T111421374488,100,Heuristic,blocked_by_licence,"^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/omar/Documents/uni/ADFO/mFSTSP/mfstsp_heuristic_1_partition.py"", line 588, in mfstsp_heuristic_1_partition
    [currentTSP, TSPobjVal] = getTSP(c, tmpTruckCustomers, node, vehicle, travel)
                              ~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/omar/Documents/uni/ADFO/mFSTSP/mfstsp_heuristic_1_partition.py"", line 280, in getTSP
    [TSPobjVal, TSPassignments, TSPpackages, TSPtour] = solve_tsp_callback(newNode, vehicle, travel)
                                                        ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/omar/Documents/uni/ADFO/mFSTSP/solve_tsp_callback.py"", line 206, in solve_tsp_callback
    m.optimize(subtourelim)
    ~~~~~~~~~~^^^^^^^^^^^^^
  File ""src/gurobipy/_model.pyx"", line 923, in gurobipy._model.Model.optimize
gurobipy._exception.GurobiError: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information",1
20170607T111828707735,100,Heuristic,blocked_by_licence,"^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/omar/Documents/uni/ADFO/mFSTSP/mfstsp_heuristic_1_partition.py"", line 588, in mfstsp_heuristic_1_partition
    [currentTSP, TSPobjVal] = getTSP(c, tmpTruckCustomers, node, vehicle, travel)
                              ~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/omar/Documents/uni/ADFO/mFSTSP/mfstsp_heuristic_1_partition.py"", line 280, in getTSP
    [TSPobjVal, TSPassignments, TSPpackages, TSPtour] = solve_tsp_callback(newNode, vehicle, travel)
                                                        ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/omar/Documents/uni/ADFO/mFSTSP/solve_tsp_callback.py"", line 206, in solve_tsp_callback
    m.optimize(subtourelim)
    ~~~~~~~~~~^^^^^^^^^^^^^
  File ""src/gurobipy/_model.pyx"", line 923, in gurobipy._model.Model.optimize
gurobipy._exception.GurobiError: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information",1
20170607T112250854254,100,Heuristic,blocked_by_licence,"^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/omar/Documents/uni/ADFO/mFSTSP/mfstsp_heuristic_1_partition.py"", line 588, in mfstsp_heuristic_1_partition
    [currentTSP, TSPobjVal] = getTSP(c, tmpTruckCustomers, node, vehicle, travel)
                              ~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/omar/Documents/uni/ADFO/mFSTSP/mfstsp_heuristic_1_partition.py"", line 280, in getTSP
    [TSPobjVal, TSPassignments, TSPpackages, TSPtour] = solve_tsp_callback(newNode, vehicle, travel)
                                                        ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/omar/Documents/uni/ADFO/mFSTSP/solve_tsp_callback.py"", line 206, in solve_tsp_callback
    m.optimize(subtourelim)
    ~~~~~~~~~~^^^^^^^^^^^^^
  File ""src/gurobipy/_model.pyx"", line 923, in gurobipy._model.Model.optimize
gurobipy._exception.GurobiError: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information",1
